Jatmiko,2024-04-19,Perbaikan Mesin,228000,D 5610 DEX,IO002KS3B01OJFU8916,Suzuki GSX-R150,2016;;;;;;;;;;;;;
Cawuk,2023-12-02,Servis Rutin,620000,D 9675 ZJR,IN795TI8O22LMYR8483,Suzuki GSX-R150,2010;;;;;;;;;;;;;
Prayoga,2024-03-15,Ganti Oli,348000,D 1685 BXU,TT321ZM2M24UVIP5484,Yamaha R15,2020;;;;;;;;;;;;;
Slamet,2023-10-21,Perbaikan Mesin,742000,D 0818 QSZ,WW882OO4J04EARI2398,Kawasaki Ninja 250,2023;;;;;;;;;;;;;
Ibrahim,2024-02-08,Perbaikan Mesin,785000,D 6329 MFC,DJ557ZE1H56ZKZL1336,Honda CBR 150,2018;;;;;;;;;;;;;
Kanda,2024-01-19,Perbaikan Mesin,711000,D 8925 HIV,FD899KQ5H54VEOL6672,Honda CBR 150,2017;;;;;;;;;;;;;
Taufan,2024-01-25,Ganti Oli,578000,D 5334 MKZ,NO535WJ6F88ZQUZ0252,Honda CBR 150,2017;;;;;;;;;;;;;
Dimaz,2023-08-02,Perbaikan Mesin,472000,D 8156 ZCJ,XS066BK6I24YDGQ2313,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Taufan,2023-10-05,Pemasangan Aksesori,556000,D 0600 DGE,TP098HD6P67CXVZ3092,Honda CBR 150,2020;;;;;;;;;;;;;
Hari,2023-10-15,Ganti Oli,85000,D 0754 UTQ,IR841AR5K83QVYW8565,Honda CBR 150,2014;;;;;;;;;;;;;
Imam,2023-02-06,Servis Rutin,353000,D 6126 KST,JH565SL2A99FFWR7052,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Sidiq,2024-06-28,Pemasangan Aksesori,268000,D 6506 MFR,AU231HB0E32QULI7956,Honda CBR 150,2015;;;;;;;;;;;;;
Sidiq,2023-03-01,Perbaikan Mesin,364000,D 4171 BHO,KS132BN3E17PZVE2604,Yamaha R15,2021;;;;;;;;;;;;;
Eka,2023-09-01,Ganti Oli,780000,D 0827 TGE,AC391PJ4I02NFUM8337,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Jais,2023-06-10,Perbaikan Mesin,663000,D 1101 ZHQ,ZQ244TV7E12RKBP1000,Honda CBR 150,2015;;;;;;;;;;;;;
Cahyadi,2024-01-21,Ganti Oli,228000,D 2558 CYY,TE729JO1B99QXNW5250,Honda CBR 150,2019;;;;;;;;;;;;;
Lalita,2023-09-28,Perbaikan Mesin,281000,D 6763 DPC,BG238DL1A77BSBS8329,Honda CBR 150,2024;;;;;;;;;;;;;
Candrakanta,2024-02-17,Perbaikan Mesin,578000,D 2410 HQY,XM886LP3Q79XELJ9695,Yamaha R15,2014;;;;;;;;;;;;;
Eva,2023-07-31,Ganti Oli,653000,D 6391 TPP,XI904PM3C20SRAY7215,Suzuki GSX-R150,2024;;;;;;;;;;;;;
Dina,2024-03-28,Ganti Oli,578000,D 1307 YBL,UN969NR5H94IFHI7956,Yamaha R15,2011;;;;;;;;;;;;;
Elon,2023-01-14,Ganti Oli,166000,D 5691 YRS,IF177NA3N47HDCI1837,Honda CBR 150,2018;;;;;;;;;;;;;
Hasan,2023-08-23,Servis Rutin,334000,D 3538 SVN,TU363QI1J28PSZH4970,Suzuki GSX-R150,2016;;;;;;;;;;;;;
Daruna,2023-08-23,Ganti Oli,539000,D 1350 CPB,AD048RU6M00SXWV9809,Kawasaki Ninja 250,2014;;;;;;;;;;;;;
Eman,2023-02-04,Perbaikan Mesin,656000,D 5997 MHV,VG039AP2G86PMFA2877,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Putri,2023-11-18,Pemasangan Aksesori,391000,D 0653 TUH,BP921AC5J10LFCP1386,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Irma,2023-02-27,Ganti Oli,791000,D 3128 YXL,KR316LJ8T01TBPT4212,Honda CBR 150,2017;;;;;;;;;;;;;
Karya,2023-09-06,Ganti Oli,344000,D 9293 CKH,TO920WO2I30SADM9897,Suzuki GSX-R150,2020;;;;;;;;;;;;;
Gara,2024-05-04,Pemasangan Aksesori,307000,D 2817 VZF,QT935WD1G24UERX8007,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Sadina,2024-05-16,Ganti Oli,564000,D 1747 UFB,VP159ZN4K08JXBU8460,Honda CBR 150,2021;;;;;;;;;;;;;
Fitriani,2024-05-25,Servis Rutin,972000,D 5387 VSH,CI832EF8J23DQYK9107,Kawasaki Ninja 250,2014;;;;;;;;;;;;;
Tami,2024-07-05,Perbaikan Mesin,229000,D 0654 SLU,JS466JI0U86EIMU1854,Yamaha R15,2018;;;;;;;;;;;;;
Vanesa,2023-04-08,Perbaikan Mesin,646000,D 5475 EOJ,QS177OB8X40GLBE7451,Honda CBR 150,2019;;;;;;;;;;;;;
Upik,2023-01-16,Perbaikan Mesin,968000,D 1856 GLF,WC695MH0H14ECYJ2262,Suzuki GSX-R150,2010;;;;;;;;;;;;;
Carub,2024-05-30,Ganti Oli,618000,D 3540 WKN,RE791CW0O62MMWL9111,Kawasaki Ninja 250,2021;;;;;;;;;;;;;
Gantar,2023-07-25,Ganti Oli,366000,D 4718 VUC,VH111WY6K00FGIS7987,Yamaha R15,2023;;;;;;;;;;;;;
Olga,2023-07-20,Perbaikan Mesin,70000,D 1823 YQH,GQ037NZ5C79RJJE4809,Yamaha R15,2019;;;;;;;;;;;;;
Lembah,2023-07-11,Perbaikan Mesin,200000,D 1688 GOT,XI023SS0G82NNLM9694,Yamaha R15,2023;;;;;;;;;;;;;
Kardi,2024-02-24,Ganti Oli,947000,D 1386 IVM,CU963IO8A39WGQF3863,Yamaha R15,2011;;;;;;;;;;;;;
Wasis,2023-08-28,Perbaikan Mesin,495000,D 7790 ILQ,JT358VP7O69NOLH9249,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Faizah,2023-08-12,Pemasangan Aksesori,809000,D 7556 UJP,JI401EW8Y19XXTI5124,Suzuki GSX-R150,2017;;;;;;;;;;;;;
Irwan,2023-03-10,Ganti Oli,377000,D 6719 CXT,VB218HU0Q36LZZN4123,Yamaha R15,2015;;;;;;;;;;;;;
Cengkir,2023-10-23,Pemasangan Aksesori,418000,D 9412 GCX,FN945XI8A26XGOH2877,Kawasaki Ninja 250,2018;;;;;;;;;;;;;
Dalima,2023-01-04,Servis Rutin,650000,D 9365 WHK,OE898EK1K81WTXF9610,Kawasaki Ninja 250,2020;;;;;;;;;;;;;
Cici,2024-04-14,Servis Rutin,215000,D 0174 GXD,KI620AV9O59JBMN8215,Honda CBR 150,2021;;;;;;;;;;;;;
Wardi,2023-05-23,Pemasangan Aksesori,950000,D 8505 TAJ,FP798JZ5G64KSJC0096,Honda CBR 150,2015;;;;;;;;;;;;;
Raihan,2023-12-07,Pemasangan Aksesori,596000,D 3511 BUI,RZ544JD9L01FSLF4582,Suzuki GSX-R150,2022;;;;;;;;;;;;;
Edi,2023-01-22,Perbaikan Mesin,728000,D 7650 TDI,CV820AY1C13AODI3059,Kawasaki Ninja 250,2016;;;;;;;;;;;;;
Yuni,2023-07-20,Perbaikan Mesin,860000,D 5512 NDA,CW452IE5Y24YPZM0365,Yamaha R15,2019;;;;;;;;;;;;;
Imam,2023-07-27,Ganti Oli,792000,D 1571 HTL,TJ194FU1U47HDKX5273,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Mulyanto,2023-08-22,Servis Rutin,257000,D 6672 XVE,PM093HF1A44EVLH0905,Suzuki GSX-R150,2021;;;;;;;;;;;;;
Citra,2023-03-21,Ganti Oli,224000,D 7698 FVT,JR532FT2J87SRZJ9555,Yamaha R15,2019;;;;;;;;;;;;;
Jamalia,2024-02-09,Servis Rutin,135000,D 0874 RKW,OT067LO0H63EPNJ7427,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Makara,2024-06-11,Servis Rutin,375000,D 9872 TQG,CM539PC0Q82JPCY8128,Honda CBR 150,2018;;;;;;;;;;;;;
Radit,2024-06-10,Pemasangan Aksesori,688000,D 6048 LCE,YH343ZA5N28CNXI8975,Yamaha R15,2016;;;;;;;;;;;;;
Lanjar,2023-10-14,Servis Rutin,966000,D 5023 NOF,AM839DF8F86DHVB9629,Yamaha R15,2010;;;;;;;;;;;;;
Bakidin,2023-07-11,Servis Rutin,661000,D 3072 ZLB,RV722TU6M45UHLK7640,Yamaha R15,2010;;;;;;;;;;;;;
Sari,2023-12-23,Pemasangan Aksesori,549000,D 5230 ALB,WC331GK9N34ACWX8666,Yamaha R15,2010;;;;;;;;;;;;;
Ciaobella,2024-04-15,Pemasangan Aksesori,432000,D 9825 ZMZ,ZC996MT0L36UVAG3880,Honda CBR 150,2023;;;;;;;;;;;;;
Darman,2024-07-05,Pemasangan Aksesori,849000,D 2956 IYU,QG792LQ7Q38BZPQ7466,Suzuki GSX-R150,2016;;;;;;;;;;;;;
Maryanto,2023-06-30,Servis Rutin,577000,D 8556 CTH,VV850NN5V00VGIS6634,Kawasaki Ninja 250,2019;;;;;;;;;;;;;
Warsita,2023-06-27,Perbaikan Mesin,544000,D 1866 HNL,BF457VR5L37UPFQ2198,Honda CBR 150,2015;;;;;;;;;;;;;
Halim,2023-04-04,Ganti Oli,238000,D 8212 RVI,MM176XR2B20AEPR7022,Honda CBR 150,2019;;;;;;;;;;;;;
Warta,2023-02-02,Ganti Oli,137000,D 7440 GSR,PW625GI4Y12XEZC9809,Yamaha R15,2010;;;;;;;;;;;;;
Damu,2023-08-24,Ganti Oli,382000,D 8397 EPO,EI369HI8M87WALZ0395,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Lidya,2023-11-30,Ganti Oli,135000,D 7806 OTD,JZ077OS8Y34PPJZ0147,Honda CBR 150,2015;;;;;;;;;;;;;
Jono,2024-04-02,Pemasangan Aksesori,827000,D 1009 EYU,LY137IE4U57DMKZ6005,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Shania,2023-09-11,Servis Rutin,510000,D 8500 UUC,QT815LZ8Y00YEPE9374,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Ridwan,2024-01-10,Ganti Oli,728000,D 3374 NQN,IF566CI1H05RPIY6537,Kawasaki Ninja 250,2018;;;;;;;;;;;;;
Rusman,2023-12-31,Perbaikan Mesin,186000,D 4278 RUX,WK077DT1X21YLIG5038,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Rangga,2023-03-06,Perbaikan Mesin,345000,D 4858 DCS,VD269QI7D63EYYT6027,Kawasaki Ninja 250,2011;;;;;;;;;;;;;
Wahyu,2023-07-18,Ganti Oli,504000,D 0993 ALS,VV735NN7C35CRZR8441,Kawasaki Ninja 250,2023;;;;;;;;;;;;;
Rahmat,2023-08-17,Servis Rutin,300000,D 8444 RUE,YT272EZ1D91CTGZ1448,Kawasaki Ninja 250,2022;;;;;;;;;;;;;
Genta,2023-08-22,Servis Rutin,621000,D 2914 WGW,NQ907AK8V05QXTP2483,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Anom,2023-08-08,Pemasangan Aksesori,120000,D 5668 FBT,YT705BW7E21RKYD1116,Yamaha R15,2010;;;;;;;;;;;;;
Yosef,2024-01-21,Servis Rutin,82000,D 2384 YCY,TC793RI8W00EHGG6383,Honda CBR 150,2017;;;;;;;;;;;;;
Opan,2024-07-30,Ganti Oli,906000,D 2037 JTG,RS971PO8O19XUWB1721,Suzuki GSX-R150,2010;;;;;;;;;;;;;
Siti,2023-05-09,Perbaikan Mesin,818000,D 0665 MOR,WK394EB5S33XNOH2723,Honda CBR 150,2012;;;;;;;;;;;;;
Melinda,2024-01-01,Perbaikan Mesin,340000,D 4272 SUE,ZN984EO3K78JMUQ0019,Honda CBR 150,2020;;;;;;;;;;;;;
Fitriani,2024-03-29,Ganti Oli,407000,D 3488 AUB,MD010UL0J19KOHB7632,Kawasaki Ninja 250,2018;;;;;;;;;;;;;
Putri,2024-06-10,Pemasangan Aksesori,309000,D 9488 GCU,HU445EG9A53MHCT4017,Honda CBR 150,2018;;;;;;;;;;;;;
Adiarja,2023-12-28,Perbaikan Mesin,157000,D 5761 OTK,WI074MM0L78KWNH3969,Suzuki GSX-R150,2016;;;;;;;;;;;;;
Puji,2024-04-08,Pemasangan Aksesori,889000,D 7165 OBB,KC022JW1E12NBAB6751,Yamaha R15,2020;;;;;;;;;;;;;
Luthfi,2023-01-04,Ganti Oli,726000,D 4661 HNL,VW139ZM7O08RRVW9179,Honda CBR 150,2018;;;;;;;;;;;;;
Ajimin,2023-02-28,Pemasangan Aksesori,832000,D 0870 BKE,IT271VT2Y76MDYR4867,Honda CBR 150,2012;;;;;;;;;;;;;
Febi,2023-11-06,Servis Rutin,789000,D 3243 IXK,SQ400HS4N18VCFN8932,Yamaha R15,2020;;;;;;;;;;;;;
Usyi,2024-01-16,Perbaikan Mesin,116000,D 9268 WCU,RR472BP6U98HDZW2127,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Wulan,2024-03-20,Ganti Oli,170000,D 5841 CNI,EY877TP2R19CKXU0809,Honda CBR 150,2010;;;;;;;;;;;;;
Lanjar,2023-01-24,Pemasangan Aksesori,90000,D 2550 BWN,MT835KJ3T68XOQV8372,Honda CBR 150,2020;;;;;;;;;;;;;
Bala,2024-07-19,Pemasangan Aksesori,887000,D 1390 PGZ,PG354AV7D74VWZL4927,Honda CBR 150,2019;;;;;;;;;;;;;
Karta,2024-06-30,Servis Rutin,636000,D 0814 DXY,ZK976XP6M07ZUMT9807,Yamaha R15,2017;;;;;;;;;;;;;
Cengkir,2024-01-17,Ganti Oli,524000,D 6080 CPS,IR033DZ8V11GXSX7621,Kawasaki Ninja 250,2012;;;;;;;;;;;;;
Purwa,2024-05-11,Ganti Oli,481000,D 0261 KFE,BP691XJ7H91SCLB9535,Honda CBR 150,2012;;;;;;;;;;;;;
Yuni,2023-11-03,Servis Rutin,633000,D 6010 NMI,SP781QW3H89EUSC4755,Kawasaki Ninja 250,2010;;;;;;;;;;;;;
Vega,2023-07-21,Perbaikan Mesin,492000,D 0025 VKD,WX917ZZ3C28CRWJ6048,Suzuki GSX-R150,2019;;;;;;;;;;;;;
Natalia,2023-03-09,Ganti Oli,827000,D 0644 KTX,RW368GO7V09KDOI8253,Yamaha R15,2024;;;;;;;;;;;;;
Aslijan,2024-01-13,Ganti Oli,336000,D 0084 QLS,VW575CO6G14VJQX5791,Yamaha R15,2011;;;;;;;;;;;;;
Jamalia,2023-10-26,Perbaikan Mesin,753000,D 7597 RZA,QA468YB1N53GMIM6866,Suzuki GSX-R150,2024;;;;;;;;;;;;;
Teguh,2023-08-06,Pemasangan Aksesori,621000,D 8741 YGX,GT633II3Q26LVVC4850,Yamaha R15,2017;;;;;;;;;;;;;
Embuh,2024-05-19,Perbaikan Mesin,552000,D 0277 TBQ,MW230CN9C95ENMK2343,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Ellis,2023-07-21,Perbaikan Mesin,749000,D 9625 RXE,QK354DY0M05TGXX9130,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Jatmiko,2023-05-15,Pemasangan Aksesori,285000,D 0073 FWD,OR465WS8Z71MSGC5600,Suzuki GSX-R150,2019;;;;;;;;;;;;;
Gaduh,2023-05-26,Ganti Oli,360000,D 2962 BPW,MJ727DA7K36IEQZ8217,Yamaha R15,2018;;;;;;;;;;;;;
Paiman,2023-11-04,Perbaikan Mesin,423000,D 3375 DVB,LU934QP8J43GQTL3234,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Fitriani,2024-01-16,Pemasangan Aksesori,881000,D 3645 QHK,JP413AO2U68LNMH2351,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Shakila,2023-12-04,Perbaikan Mesin,513000,D 9096 JTG,SG233QB1P15DLKI0909,Kawasaki Ninja 250,2020;;;;;;;;;;;;;
Estiawan,2023-09-08,Perbaikan Mesin,609000,D 3540 NDG,RO632SC3T76YUGE1231,Yamaha R15,2016;;;;;;;;;;;;;
Harsana,2023-09-02,Perbaikan Mesin,588000,D 8814 ICF,VP605JM6F50RXOY1135,Yamaha R15,2021;;;;;;;;;;;;;
Elvin,2023-10-03,Perbaikan Mesin,724000,D 4822 BBO,WC528JM2M05IFGO3341,Kawasaki Ninja 250,2016;;;;;;;;;;;;;
Kemba,2023-02-17,Perbaikan Mesin,514000,D 3957 WZU,AQ329IC4I79HBNO0803,Yamaha R15,2014;;;;;;;;;;;;;
Mala,2023-08-02,Pemasangan Aksesori,604000,D 4244 FSJ,EN569IQ6B15DQYF2016,Kawasaki Ninja 250,2023;;;;;;;;;;;;;
Agnes,2024-05-22,Perbaikan Mesin,934000,D 2521 VVE,AO800QR1T71IMGP2730,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Talia,2024-04-08,Ganti Oli,58000,D 8942 SAA,XF290NS3M12RQBC7651,Honda CBR 150,2015;;;;;;;;;;;;;
Ami,2024-05-16,Perbaikan Mesin,438000,D 9457 FZO,NU227QV9Q97GMUS9276,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Paris,2024-01-18,Ganti Oli,621000,D 6600 YXW,FU558RI6G47HQEX7216,Suzuki GSX-R150,2024;;;;;;;;;;;;;
Jindra,2024-03-19,Pemasangan Aksesori,939000,D 4881 AQE,RL312JY0R73BFPL7788,Yamaha R15,2020;;;;;;;;;;;;;
Mustofa,2023-03-03,Servis Rutin,165000,D 5105 GIH,IP204EK1S75NDTM4084,Yamaha R15,2021;;;;;;;;;;;;;
Kawaca,2024-04-05,Ganti Oli,491000,D 8471 TQW,IR200UG6H38HPMO6637,Suzuki GSX-R150,2024;;;;;;;;;;;;;
Bagus,2023-03-08,Servis Rutin,173000,D 0550 QGN,BZ484SB2H26EMKG3006,Honda CBR 150,2014;;;;;;;;;;;;;
Capa,2023-05-26,Perbaikan Mesin,62000,D 2683 FDG,NL842NF0D72FOXB1227,Suzuki GSX-R150,2023;;;;;;;;;;;;;
Kamidin,2023-01-18,Pemasangan Aksesori,254000,D 1237 SEK,UC631TS9S72CJQG9642,Yamaha R15,2016;;;;;;;;;;;;;
Abyasa,2023-09-20,Perbaikan Mesin,93000,D 7216 YMJ,TN944PD9L67XXEE4625,Honda CBR 150,2022;;;;;;;;;;;;;
Mala,2024-03-10,Ganti Oli,137000,D 7315 VRX,FA765QP0J89RGJT1380,Honda CBR 150,2022;;;;;;;;;;;;;
Mustika,2024-01-25,Perbaikan Mesin,133000,D 4151 FOR,CX623XL7V23KEQI4724,Suzuki GSX-R150,2016;;;;;;;;;;;;;
Calista,2023-08-08,Perbaikan Mesin,955000,D 1230 JLG,RK793DF9S26LRIK5330,Honda CBR 150,2016;;;;;;;;;;;;;
Okto,2023-07-16,Perbaikan Mesin,945000,D 4679 QBI,NC847IH7F02VHHO8835,Yamaha R15,2015;;;;;;;;;;;;;
Luluh,2023-02-27,Ganti Oli,669000,D 5202 MHA,RF419NL1X30KLJJ0664,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Ratna,2024-01-31,Servis Rutin,131000,D 9469 RQS,AP505AD8Q73FLYN7057,Honda CBR 150,2019;;;;;;;;;;;;;
Elvin,2023-10-01,Ganti Oli,541000,D 7110 YPT,JZ474GT0U98FOWP9286,Honda CBR 150,2022;;;;;;;;;;;;;
Bala,2023-01-28,Perbaikan Mesin,588000,D 8457 FTQ,CI589EQ4Y40ZPJG2485,Kawasaki Ninja 250,2014;;;;;;;;;;;;;
Sakti,2023-05-25,Ganti Oli,152000,D 9787 NSL,CT694CE2P68UYPD3680,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Daliono,2023-06-04,Servis Rutin,506000,D 4054 DJH,WD343XH7U83DPPX0325,Yamaha R15,2022;;;;;;;;;;;;;
Hadi,2023-01-03,Perbaikan Mesin,361000,D 2281 SGQ,CJ998OK4C20ZOTK9085,Honda CBR 150,2011;;;;;;;;;;;;;
Chelsea,2024-05-02,Perbaikan Mesin,281000,D 3909 SDK,HU282CD4Q91BMLS1358,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Zelaya,2023-07-04,Servis Rutin,772000,D 8448 LWR,BP430KB8V52KXZQ9145,Yamaha R15,2024;;;;;;;;;;;;;
Danang,2023-08-05,Pemasangan Aksesori,226000,D 6418 YRC,VB523BF8U13GBDE6968,Honda CBR 150,2023;;;;;;;;;;;;;
Jefri,2024-07-06,Perbaikan Mesin,857000,D 4155 BZO,BE637ZW3M29IUCG2391,Honda CBR 150,2022;;;;;;;;;;;;;
Kusuma,2023-02-24,Pemasangan Aksesori,936000,D 0119 KSH,YT410GA7R23RKYO6776,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Natalia,2023-12-14,Ganti Oli,735000,D 2575 LQF,OJ282TX2B77CESM0060,Honda CBR 150,2013;;;;;;;;;;;;;
Mahdi,2023-10-30,Pemasangan Aksesori,828000,D 3699 HGS,IB047II4G39NQRO8786,Kawasaki Ninja 250,2010;;;;;;;;;;;;;
Ega,2023-04-06,Ganti Oli,789000,D 8000 CZF,SJ100KJ1U38TBUU4965,Honda CBR 150,2014;;;;;;;;;;;;;
Lutfan,2024-05-05,Pemasangan Aksesori,227000,D 8887 JFH,FO501ML7Q53LHSI0959,Honda CBR 150,2018;;;;;;;;;;;;;
Michelle,2023-12-22,Pemasangan Aksesori,492000,D 1448 FXX,IW780ME9W56MGDA7227,Kawasaki Ninja 250,2011;;;;;;;;;;;;;
Simon,2024-02-26,Ganti Oli,79000,D 2335 SPM,CI619WL7R95UVUR4116,Yamaha R15,2013;;;;;;;;;;;;;
Dalima,2023-08-14,Servis Rutin,836000,D 0297 FSE,PU876BJ0A41IUHJ8623,Honda CBR 150,2010;;;;;;;;;;;;;
Wisnu,2024-03-31,Pemasangan Aksesori,633000,D 4932 WAN,CE739MV2V06UZXQ0746,Suzuki GSX-R150,2010;;;;;;;;;;;;;
Artawan,2023-08-27,Servis Rutin,171000,D 3746 TFD,KL772AF5Y58JPBX0580,Yamaha R15,2022;;;;;;;;;;;;;
Jamil,2023-10-14,Servis Rutin,372000,D 8139 WCK,RF145JK0E97FIYC4498,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Rahmat,2024-05-31,Ganti Oli,572000,D 5820 EKT,BW769EM2F85XHRA8154,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Raisa,2024-06-25,Pemasangan Aksesori,388000,D 7273 VCZ,JM948JR7S21HCJA3904,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Paiman,2023-03-05,Pemasangan Aksesori,289000,D 6459 ZEE,QE930VN4I26WIGP9254,Yamaha R15,2016;;;;;;;;;;;;;
Arsipatra,2023-01-03,Servis Rutin,465000,D 0577 YGU,GU314ZJ7R04DGZQ1422,Yamaha R15,2010;;;;;;;;;;;;;
Ganjaran,2023-08-12,Ganti Oli,483000,D 1758 TIQ,RM996OC5D97KXHH0645,Yamaha R15,2012;;;;;;;;;;;;;
Nalar,2024-04-23,Perbaikan Mesin,475000,D 1796 EEW,BJ301XM6E51LHIS8764,Suzuki GSX-R150,2014;;;;;;;;;;;;;
Salimah,2024-02-10,Servis Rutin,770000,D 7133 PJZ,DN467EA1U04HNYQ5229,Yamaha R15,2011;;;;;;;;;;;;;
Erik,2024-02-21,Ganti Oli,763000,D 9366 ALY,HZ629DK6O14EEWL2366,Suzuki GSX-R150,2016;;;;;;;;;;;;;
Safina,2023-01-15,Pemasangan Aksesori,255000,D 3281 QED,GW719MT0M72GKZI9127,Yamaha R15,2016;;;;;;;;;;;;;
Martaka,2023-04-09,Servis Rutin,970000,D 9070 HTZ,OA065OV6Y59LEWJ7078,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Cemani,2023-12-17,Servis Rutin,198000,D 5760 XGL,WG309GU6F50WRWX6886,Yamaha R15,2020;;;;;;;;;;;;;
Gilda,2023-12-05,Servis Rutin,446000,D 8896 BPL,VS789RY6O45IPIK7447,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Ratna,2024-03-06,Perbaikan Mesin,247000,D 9552 HPV,TX966XN6J23ORYF6707,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Vino,2024-01-13,Servis Rutin,415000,D 2332 XKT,QL048QH0V80FPGZ9231,Yamaha R15,2019;;;;;;;;;;;;;
Saiful,2023-05-14,Perbaikan Mesin,895000,D 7511 RZP,SQ482YE3E55HFPM7578,Kawasaki Ninja 250,2011;;;;;;;;;;;;;
Wardaya,2023-06-26,Perbaikan Mesin,794000,D 7968 EBM,WR299UC1I78CODH9105,Kawasaki Ninja 250,2021;;;;;;;;;;;;;
Yusuf,2023-07-15,Pemasangan Aksesori,366000,D 0143 FIU,BG063CF2P05FJZK0387,Yamaha R15,2019;;;;;;;;;;;;;
Makuta,2024-07-06,Perbaikan Mesin,745000,D 4155 FQA,MF794OK4S79NJDS3620,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Parman,2023-01-21,Servis Rutin,170000,D 1369 TTD,UH567XI2K96OINR2734,Honda CBR 150,2024;;;;;;;;;;;;;
Daru,2023-12-27,Perbaikan Mesin,249000,D 7304 QVD,AF254RB4D07VYYB7440,Suzuki GSX-R150,2012;;;;;;;;;;;;;
